oxygen,health,dewpt,no2,h2s,Status,humidity,sound,temperature,sound_max,pm10,co,co2,DeviceID,pressure,performance,pm2_5,TypPS,pm1,humidity_abs,timestamp,tvoc,o3
"[20.923, 1.63]",351,"[19.015, 0.83]","[61.35, 28.6]","[1.39, 0.4]",OK,"[76.319, 4.95]","[39.79, 7.1]","[23.215, 0.53]","[58.7, 2.3]","[25.8, 12.6]","[1.0137, 0.1658]","[548.9, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.76, 1.0]",615,"[23.8, 12.2]",2.1,"[16.5, 11.7]","[15.95, 0.82]",1725010252000,"[0, 0]","[32.05, 9.2]"
"[20.923, 1.63]",350,"[19.015, 0.83]","[61.33, 28.6]","[1.39, 0.4]",OK,"[76.312, 4.95]","[39.94, 7.0]","[23.216, 0.53]","[44.2, 4.2]","[25.9, 12.6]","[1.0135, 0.1658]","[549.2, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.76, 1.0]",615,"[23.8, 12.2]",2.1,"[16.5, 11.8]","[15.95, 0.82]",1725010260000,"[0, 0]","[32.06, 9.2]"
"[20.923, 1.63]",350,"[19.014, 0.83]","[61.3, 28.6]","[1.38, 0.4]",OK,"[76.306, 4.95]","[40.05, 6.9]","[23.217, 0.53]","[44.2, 4.2]","[26.0, 12.6]","[1.0133, 0.1658]","[549.5, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.76, 1.0]",614,"[23.8, 12.2]",2.1,"[16.6, 11.8]","[15.949, 0.82]",1725010268000,"[0, 0]","[32.06, 9.2]"
"[20.922, 1.63]",350,"[19.013, 0.83]","[61.28, 28.6]","[1.38, 0.4]",OK,"[76.299, 4.95]","[40.35, 6.8]","[23.217, 0.53]","[49.2, 3.2]","[25.9, 12.6]","[1.0132, 0.1658]","[549.9, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.76, 1.0]",614,"[23.7, 12.2]",2.1,"[16.6, 11.8]","[15.948, 0.82]",1725010275000,"[0, 0]","[32.07, 9.2]"
"[20.922, 1.63]",350,"[19.011, 0.83]","[61.25, 28.6]","[1.38, 0.4]",OK,"[76.289, 4.95]","[40.56, 6.8]","[23.218, 0.53]","[49.2, 3.2]","[25.9, 12.6]","[1.013, 0.1657]","[550.2, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.76, 1.0]",613,"[23.7, 12.2]",2.2,"[16.6, 11.8]","[15.946, 0.82]",1725010283000,"[0, 0]","[32.08, 9.2]"
"[20.922, 1.63]",350,"[19.011, 0.83]","[61.25, 28.6]","[1.38, 0.4]",OK,"[76.289, 4.95]","[40.56, 6.8]","[23.218, 0.53]","[49.2, 3.2]","[25.9, 12.6]","[1.013, 0.1657]","[550.2, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.76, 1.0]",613,"[23.7, 12.2]",2.2,"[16.6, 11.8]","[15.946, 0.82]",1725010283000,"[0, 0]","[32.08, 9.2]"
"[20.922, 1.63]",350,"[19.009, 0.83]","[61.22, 28.6]","[1.37, 0.4]",OK,"[76.275, 4.95]","[41.05, 6.7]","[23.218, 0.53]","[55.2, 2.6]","[25.9, 12.6]","[1.0127, 0.1657]","[550.6, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.75, 1.0]",613,"[23.7, 12.2]",2.1,"[16.6, 11.8]","[15.944, 0.82]",1725010290000,"[0, 0]","[32.08, 9.2]"
"[20.922, 1.63]",348,"[19.006, 0.83]","[61.19, 28.6]","[1.37, 0.4]",OK,"[76.262, 4.95]","[42.05, 6.6]","[23.218, 0.53]","[71.30001, 1.9]","[26.0, 12.6]","[1.0125, 0.1657]","[550.9, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.75, 1.0]",613,"[23.8, 12.2]",2.1,"[16.6, 11.8]","[15.941, 0.82]",1725010297000,"[0, 0]","[32.09, 9.2]"
"[20.922, 1.63]",346,"[19.004, 0.83]","[61.16, 28.6]","[1.37, 0.4]",OK,"[76.253, 4.95]","[42.11, 6.5]","[23.218, 0.53]","[71.30001, 1.9]","[26.1, 12.6]","[1.0123, 0.1656]","[551.2, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.75, 1.0]",612,"[23.9, 12.2]",2.1,"[16.7, 11.8]","[15.939, 0.82]",1725010305000,"[0, 0]","[32.09, 9.2]"
"[20.922, 1.63]",346,"[19.004, 0.83]","[61.16, 28.6]","[1.37, 0.4]",OK,"[76.253, 4.95]","[42.11, 6.5]","[23.218, 0.53]","[71.30001, 1.9]","[26.1, 12.6]","[1.0123, 0.1656]","[551.2, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.75, 1.0]",612,"[23.9, 12.2]",2.1,"[16.7, 11.8]","[15.939, 0.82]",1725010305000,"[0, 0]","[32.09, 9.2]"
"[20.922, 1.63]",343,"[18.998, 0.83]","[61.03, 28.5]","[1.35, 0.4]",OK,"[76.21601, 4.94]","[42.27, 6.2]","[23.22, 0.53]","[71.30001, 1.9]","[25.9, 12.6]","[1.0113, 0.1655]","[551.8, 66.6]",2476110a610045cbe5f347a25c6eecb5,"[988.75, 1.0]",612,"[23.7, 12.2]",2.1,"[16.9, 11.8]","[15.933, 0.82]",1725010342000,"[0, 0]","[32.12, 9.2]"
"[20.923, 1.63]",343,"[18.998, 0.83]","[61.0, 28.5]","[1.35, 0.4]",OK,"[76.213, 4.94]","[42.22, 6.2]","[23.22, 0.53]","[71.30001, 1.9]","[25.8, 12.6]","[1.0111, 0.1655]","[551.7, 66.6]",2476110a610045cbe5f347a25c6eecb5,"[988.74, 1.0]",612,"[23.6, 12.2]",2.1,"[16.8, 11.8]","[15.932, 0.82]",1725010349000,"[0, 0]","[32.12, 9.2]"
"[20.923, 1.63]",345,"[18.997, 0.83]","[60.98, 28.5]","[1.34, 0.4]",OK,"[76.209, 4.94]","[41.83, 6.4]","[23.22, 0.53]","[71.30001, 1.9]","[25.9, 12.6]","[1.011, 0.1654]","[551.7, 66.6]",2476110a610045cbe5f347a25c6eecb5,"[988.74, 1.0]",612,"[23.6, 12.2]",2.2,"[16.8, 11.8]","[15.932, 0.82]",1725010356000,"[0, 0]","[32.12, 9.2]"
"[20.923, 1.63]",346,"[18.996, 0.83]","[60.95, 28.5]","[1.34, 0.4]",OK,"[76.206, 4.94]","[41.56, 6.5]","[23.22, 0.53]","[71.30001, 1.9]","[26.0, 12.6]","[1.0108, 0.1654]","[551.6, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.74, 1.0]",612,"[23.6, 12.2]",2.2,"[16.7, 11.8]","[15.931, 0.82]",1725010364000,"[0, 0]","[32.13, 9.2]"
"[20.923, 1.63]",346,"[18.996, 0.83]","[60.95, 28.5]","[1.34, 0.4]",OK,"[76.206, 4.94]","[41.56, 6.5]","[23.22, 0.53]","[71.30001, 1.9]","[26.0, 12.6]","[1.0108, 0.1654]","[551.6, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.74, 1.0]",612,"[23.6, 12.2]",2.2,"[16.7, 11.8]","[15.931, 0.82]",1725010364000,"[0, 0]","[32.13, 9.2]"
"[20.923, 1.63]",347,"[18.996, 0.83]","[60.93, 28.5]","[1.33, 0.4]",OK,"[76.203, 4.94]","[41.45, 6.4]","[23.221, 0.53]","[71.30001, 1.9]","[26.1, 12.6]","[1.0105, 0.1654]","[551.6, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.74, 1.0]",612,"[23.6, 12.2]",2.2,"[16.7, 11.8]","[15.931, 0.82]",1725010372000,"[0, 0]","[32.13, 9.2]"
"[20.923, 1.63]",347,"[18.996, 0.83]","[60.9, 28.5]","[1.33, 0.4]",OK,"[76.2, 4.94]","[41.29, 6.4]","[23.221, 0.53]","[36.7, 6.7]","[26.2, 12.6]","[1.0103, 0.1654]","[551.6, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.74, 1.0]",612,"[23.7, 12.2]",2.2,"[16.7, 11.8]","[15.931, 0.82]",1725010379000,"[0, 0]","[32.14, 9.2]"
"[20.923, 1.63]",346,"[18.995, 0.83]","[60.88, 28.5]","[1.33, 0.4]",OK,"[76.197, 4.94]","[41.32, 6.4]","[23.221, 0.53]","[42.2, 4.7]","[26.3, 12.6]","[1.0102, 0.1653]","[551.5, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.74, 1.0]",612,"[23.7, 12.2]",2.2,"[16.7, 11.8]","[15.93, 0.82]",1725010387000,"[0, 0]","[32.14, 9.2]"
"[20.923, 1.63]",346,"[18.995, 0.83]","[60.88, 28.5]","[1.33, 0.4]",OK,"[76.197, 4.94]","[41.32, 6.4]","[23.221, 0.53]","[42.2, 4.7]","[26.3, 12.6]","[1.0102, 0.1653]","[551.5, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.74, 1.0]",612,"[23.7, 12.2]",2.2,"[16.7, 11.8]","[15.93, 0.82]",1725010387000,"[0, 0]","[32.14, 9.2]"
"[20.923, 1.63]",344,"[18.996, 0.83]","[60.86, 28.5]","[1.32, 0.4]",OK,"[76.194, 4.94]","[41.01, 6.5]","[23.222, 0.53]","[42.2, 4.7]","[26.3, 12.6]","[1.0101, 0.1653]","[551.5, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.74, 1.0]",612,"[23.8, 12.2]",2.2,"[16.8, 11.8]","[15.931, 0.82]",1725010394000,"[0, 0]","[32.14, 9.2]"
"[20.924, 1.63]",343,"[18.995, 0.83]","[60.84, 28.4]","[1.32, 0.4]",OK,"[76.191, 4.94]","[40.66, 6.7]","[23.223, 0.53]","[42.2, 4.7]","[26.4, 12.6]","[1.0099, 0.1653]","[551.4, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.73, 1.0]",612,"[23.8, 12.2]",2.2,"[16.8, 11.8]","[15.93, 0.82]",1725010401000,"[0, 0]","[32.14, 9.2]"
"[20.924, 1.63]",342,"[18.996, 0.83]","[60.82, 28.4]","[1.31, 0.4]",OK,"[76.189, 4.94]","[40.31, 6.8]","[23.224, 0.53]","[42.2, 4.7]","[26.4, 12.7]","[1.0098, 0.1653]","[551.2, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.73, 1.0]",612,"[23.9, 12.2]",2.2,"[16.9, 11.8]","[15.931, 0.82]",1725010408000,"[0, 0]","[32.15, 9.3]"
"[20.924, 1.63]",341,"[18.996, 0.83]","[60.8, 28.4]","[1.31, 0.4]",OK,"[76.19, 4.94]","[39.97, 7.0]","[23.224, 0.53]","[42.2, 4.7]","[26.4, 12.7]","[1.0097, 0.1653]","[551.1, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.73, 1.0]",612,"[23.9, 12.2]",2.2,"[16.9, 11.8]","[15.931, 0.82]",1725010416000,"[0, 0]","[32.15, 9.3]"
"[20.925, 1.63]",343,"[18.998, 0.83]","[60.72, 28.4]","[1.27, 0.4]",OK,"[76.182, 4.94]","[38.54, 7.6]","[23.228, 0.53]","[42.2, 4.7]","[26.0, 12.6]","[1.0085, 0.1651]","[550.0, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.73, 1.0]",612,"[23.7, 12.2]",2.1,"[16.8, 11.8]","[15.933, 0.82]",1725010452000,"[0, 0]","[32.2, 9.3]"
"[20.925, 1.63]",343,"[18.998, 0.83]","[60.7, 28.4]","[1.27, 0.4]",OK,"[76.175, 4.94]","[38.24, 7.7]","[23.228, 0.53]","[42.2, 4.7]","[26.0, 12.6]","[1.0082, 0.165]","[549.7, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.73, 1.0]",612,"[23.8, 12.2]",2.1,"[16.8, 11.8]","[15.932, 0.82]",1725010460000,"[0, 0]","[32.21, 9.3]"
"[20.925, 1.63]",343,"[18.998, 0.83]","[60.7, 28.4]","[1.27, 0.4]",OK,"[76.175, 4.94]","[38.24, 7.7]","[23.228, 0.53]","[42.2, 4.7]","[26.0, 12.6]","[1.0082, 0.165]","[549.7, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.73, 1.0]",612,"[23.8, 12.2]",2.1,"[16.8, 11.8]","[15.932, 0.82]",1725010460000,"[0, 0]","[32.21, 9.3]"
"[20.925, 1.63]",342,"[18.998, 0.83]","[60.69, 28.4]","[1.26, 0.4]",OK,"[76.169, 4.94]","[37.98, 7.8]","[23.23, 0.53]","[42.2, 4.7]","[26.0, 12.6]","[1.0079, 0.165]","[549.4, 66.5]",2476110a610045cbe5f347a25c6eecb5,"[988.73, 1.0]",612,"[23.9, 12.3]",2.1,"[16.9, 11.8]","[15.932, 0.82]",1725010468000,"[0, 0]","[32.23, 9.3]"
