timestamp_utc,tz_offset,datetime,mrid,measurement,value,units,precision,port_num,sub_sensor_index,sensor_sn,sensor_name,error_flag,error_description,depth
1719957600,7200,2024-07-03 00:00:00+02:00,50509,Air Temperature,15.6, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719957300,7200,2024-07-02 23:55:00+02:00,50508,Air Temperature,15.6, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719957000,7200,2024-07-02 23:50:00+02:00,50507,Air Temperature,15.7, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719956700,7200,2024-07-02 23:45:00+02:00,50506,Air Temperature,15.7, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719956400,7200,2024-07-02 23:40:00+02:00,50505,Air Temperature,15.8, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719956100,7200,2024-07-02 23:35:00+02:00,50504,Air Temperature,15.8, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719955800,7200,2024-07-02 23:30:00+02:00,50503,Air Temperature,15.8, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719955500,7200,2024-07-02 23:25:00+02:00,50502,Air Temperature,15.8, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719955200,7200,2024-07-02 23:20:00+02:00,50501,Air Temperature,15.8, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719954900,7200,2024-07-02 23:15:00+02:00,50500,Air Temperature,16.0, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719954600,7200,2024-07-02 23:10:00+02:00,50499,Air Temperature,16.0, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719954300,7200,2024-07-02 23:05:00+02:00,50498,Air Temperature,16.0, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719954000,7200,2024-07-02 23:00:00+02:00,50497,Air Temperature,15.9, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719953700,7200,2024-07-02 22:55:00+02:00,50496,Air Temperature,15.9, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719953400,7200,2024-07-02 22:50:00+02:00,50495,Air Temperature,16.0, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719953100,7200,2024-07-02 22:45:00+02:00,50494,Air Temperature,16.1, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719952800,7200,2024-07-02 22:40:00+02:00,50493,Air Temperature,16.1, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719952500,7200,2024-07-02 22:35:00+02:00,50492,Air Temperature,16.3, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719952200,7200,2024-07-02 22:30:00+02:00,50491,Air Temperature,16.3, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719951900,7200,2024-07-02 22:25:00+02:00,50490,Air Temperature,16.4, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719951600,7200,2024-07-02 22:20:00+02:00,50489,Air Temperature,16.3, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719951300,7200,2024-07-02 22:15:00+02:00,50488,Air Temperature,16.6, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719951000,7200,2024-07-02 22:10:00+02:00,50487,Air Temperature,16.8, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719950700,7200,2024-07-02 22:05:00+02:00,50486,Air Temperature,16.9, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719950400,7200,2024-07-02 22:00:00+02:00,50485,Air Temperature,17.1, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719950100,7200,2024-07-02 21:55:00+02:00,50484,Air Temperature,17.1, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719949800,7200,2024-07-02 21:50:00+02:00,50483,Air Temperature,17.2, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719949500,7200,2024-07-02 21:45:00+02:00,50482,Air Temperature,17.5, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719949200,7200,2024-07-02 21:40:00+02:00,50481,Air Temperature,17.4, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719948900,7200,2024-07-02 21:35:00+02:00,50480,Air Temperature,17.4, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719948600,7200,2024-07-02 21:30:00+02:00,50479,Air Temperature,17.8, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719948300,7200,2024-07-02 21:25:00+02:00,50478,Air Temperature,17.9, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719948000,7200,2024-07-02 21:20:00+02:00,50477,Air Temperature,17.9, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719947700,7200,2024-07-02 21:15:00+02:00,50476,Air Temperature,18.1, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719947400,7200,2024-07-02 21:10:00+02:00,50475,Air Temperature,18.2, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719947100,7200,2024-07-02 21:05:00+02:00,50474,Air Temperature,18.2, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719946800,7200,2024-07-02 21:00:00+02:00,50473,Air Temperature,18.4, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719946500,7200,2024-07-02 20:55:00+02:00,50472,Air Temperature,18.5, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719946200,7200,2024-07-02 20:50:00+02:00,50471,Air Temperature,18.5, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719945900,7200,2024-07-02 20:45:00+02:00,50470,Air Temperature,18.6, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719945600,7200,2024-07-02 20:40:00+02:00,50469,Air Temperature,18.6, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719945300,7200,2024-07-02 20:35:00+02:00,50468,Air Temperature,18.6, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719945000,7200,2024-07-02 20:30:00+02:00,50467,Air Temperature,18.7, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719944700,7200,2024-07-02 20:25:00+02:00,50466,Air Temperature,18.8, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719944400,7200,2024-07-02 20:20:00+02:00,50465,Air Temperature,18.8, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719944100,7200,2024-07-02 20:15:00+02:00,50464,Air Temperature,18.8, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719943800,7200,2024-07-02 20:10:00+02:00,50463,Air Temperature,18.8, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719943500,7200,2024-07-02 20:05:00+02:00,50462,Air Temperature,18.8, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719943200,7200,2024-07-02 20:00:00+02:00,50461,Air Temperature,18.9, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719942900,7200,2024-07-02 19:55:00+02:00,50460,Air Temperature,18.9, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719942600,7200,2024-07-02 19:50:00+02:00,50459,Air Temperature,18.9, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719942300,7200,2024-07-02 19:45:00+02:00,50458,Air Temperature,18.9, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719942000,7200,2024-07-02 19:40:00+02:00,50457,Air Temperature,19.0, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719941700,7200,2024-07-02 19:35:00+02:00,50456,Air Temperature,19.0, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
1719941400,7200,2024-07-02 19:30:00+02:00,50455,Air Temperature,19.0, °C,1,1,8,A4100209,ATMOS 41W,False,,Not Set
