timestamp_utc,tz_offset,datetime,mrid,measurement,value,units,precision,port_num,sub_sensor_index,sensor_sn,sensor_name,error_flag,error_description,depth
1719957600,7200,2024-07-03 00:00:00+02:00,50509,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719957300,7200,2024-07-02 23:55:00+02:00,50508,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719957000,7200,2024-07-02 23:50:00+02:00,50507,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719956700,7200,2024-07-02 23:45:00+02:00,50506,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719956400,7200,2024-07-02 23:40:00+02:00,50505,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719956100,7200,2024-07-02 23:35:00+02:00,50504,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719955800,7200,2024-07-02 23:30:00+02:00,50503,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719955500,7200,2024-07-02 23:25:00+02:00,50502,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719955200,7200,2024-07-02 23:20:00+02:00,50501,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719954900,7200,2024-07-02 23:15:00+02:00,50500,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719954600,7200,2024-07-02 23:10:00+02:00,50499,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719954300,7200,2024-07-02 23:05:00+02:00,50498,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719954000,7200,2024-07-02 23:00:00+02:00,50497,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719953700,7200,2024-07-02 22:55:00+02:00,50496,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719953400,7200,2024-07-02 22:50:00+02:00,50495,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719953100,7200,2024-07-02 22:45:00+02:00,50494,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719952800,7200,2024-07-02 22:40:00+02:00,50493,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719952500,7200,2024-07-02 22:35:00+02:00,50492,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719952200,7200,2024-07-02 22:30:00+02:00,50491,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719951900,7200,2024-07-02 22:25:00+02:00,50490,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719951600,7200,2024-07-02 22:20:00+02:00,50489,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719951300,7200,2024-07-02 22:15:00+02:00,50488,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719951000,7200,2024-07-02 22:10:00+02:00,50487,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719950700,7200,2024-07-02 22:05:00+02:00,50486,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719950400,7200,2024-07-02 22:00:00+02:00,50485,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719950100,7200,2024-07-02 21:55:00+02:00,50484,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719949800,7200,2024-07-02 21:50:00+02:00,50483,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719949500,7200,2024-07-02 21:45:00+02:00,50482,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719949200,7200,2024-07-02 21:40:00+02:00,50481,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719948900,7200,2024-07-02 21:35:00+02:00,50480,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719948600,7200,2024-07-02 21:30:00+02:00,50479,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719948300,7200,2024-07-02 21:25:00+02:00,50478,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719948000,7200,2024-07-02 21:20:00+02:00,50477,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719947700,7200,2024-07-02 21:15:00+02:00,50476,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719947400,7200,2024-07-02 21:10:00+02:00,50475,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719947100,7200,2024-07-02 21:05:00+02:00,50474,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719946800,7200,2024-07-02 21:00:00+02:00,50473,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719946500,7200,2024-07-02 20:55:00+02:00,50472,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719946200,7200,2024-07-02 20:50:00+02:00,50471,Solar Radiation,0.0, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
1719945900,7200,2024-07-02 20:45:00+02:00,50470,Solar Radiation,0.8, W/m²,1,1,0,A4100209,ATMOS 41W,False,,Not Set
