oxygen,health,dewpt,no2,h2s,Status,humidity,sound,temperature,sound_max,pm10,co,co2,DeviceID,pressure,performance,pm2_5,TypPS,pm1,humidity_abs,timestamp,tvoc,o3
20.881,557,13.625,49.65,1.34,OK,62.066,40.29,20.976,57.1,12.9,0.06479001,578.3,61c61e378e5095bf25c28a285822f338,979.05,799,12.2,1.7,9.8,11.401,1725542614000,445,26.69
20.927,582,13.728,48.15,1.64,OK,62.296,60.8,21.025,73.7,12.5,0.063167,592.0,61c61e378e5095bf25c28a285822f338,979.0999,766,11.4,2.1,9.1,11.476,1725542912000,451,26.88
